name	LROB1	CCIR1	MVUL	EAND	PECH	CMAT	NNAJ	LEYZ1	LIOC1	COCO1	WPIG	HNIP	HMED1	SBEN	TMUC1	CTEL	NROB1	LLON	PMAX	SNUD1	HCAR1	OXIA1	AVIR1	SYGR1	HINV1	PMEY1	AUJA1	PHRE1	PVOL1	ECRY	HMAN	TSTR1	PELO1	OFUS	MPIT1	MMIN1	RAND1
HOG00086401_71	LROB1.DN24831_c0_g1_i2.p1	CCIR1.DN11060_c1_g1_i2.p1	-	-	-	-	-	LEYZ1.DN25896_c0_g1_i1.p1	LIOC1.DN7771_c0_g2_i2.p1	COCO1.DN9363_c0_g1_i32.p2	-	-	HMED1.DN17165_c0_g3_i1.p2	-	TMUC1.DN270_c0_g1_i17.p1	CTEL.gene-CAPTEDRAFT_219738, CTEL.gene-CAPTEDRAFT_221207	NROB1.DN10737_c0_g1_i1.p1	-	-	SNUD1.DN3893_c0_g1_i6.p2	HCAR1.DN44915_c0_g1_i1.p1	OXIA1.DN5274_c1_g2_i1.p1, OXIA1.DN5274_c1_g1_i1.p1	AVIR1.DN3381_c0_g2_i8.p1	SYGR1.DN2986_c0_g1_i10.p1	HINV1.DN7036_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	MPIT1.DN250_c1_g2_i5.p1	MMIN1.DN8391_c0_g1_i2.p1	-
HOG00070689_68	-	CCIR1.DN34426_c0_g1_i1.p1	-	-	PECH.PE_Scaf4762_0.5	-	-	LEYZ1.DN16009_c0_g1_i2.p1	LIOC1.DN5855_c0_g2_i5.p1	-	-	-	-	-	TMUC1.DN37803_c0_g3_i1.p1	-	-	-	-	-	-	-	-	-	HINV1.DN26371_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN54199_c0_g1_i1.p1
HOG00104311_73	-	CCIR1.DN26449_c0_g1_i2.p1	-	-	PECH.PE_Scaf8695_5.2	-	-	LEYZ1.DN2661_c1_g1_i3.p1	LIOC1.DN19007_c0_g2_i1.p1	COCO1.DN14945_c0_g1_i11.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_151928	-	LLON.gene_ENSLLNG00015023768	PMAX.gene-LOC117330199	SNUD1.DN11767_c0_g1_i2.p1	HCAR1.DN89010_c0_g1_i4.p1	OXIA1.DN64953_c0_g1_i1.p1	AVIR1.DN42323_c0_g1_i1.p1	SYGR1.DN25604_c0_g1_i1.p1	HINV1.DN8716_c0_g1_i1.p1	PMEY1.DN63_c0_g1_i7.p1, PMEY1.DN63_c0_g2_i1.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5088	-	MMIN1.DN5522_c0_g1_i10.p1	RAND1.DN15854_c0_g1_i3.p1, RAND1.DN14959_c0_g1_i1.p1, RAND1.DN42051_c0_g1_i2.p1, RAND1.DN2067_c0_g1_i7.p1
HOG00062935_68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN3453_c0_g2_i1.p1	CTEL.gene-CAPTEDRAFT_176484	-	-	-	-	-	OXIA1.DN38399_c0_g2_i1.p1	AVIR1.DN23458_c0_g1_i1.p1	SYGR1.DN48574_c0_g1_i2.p1	HINV1.DN17251_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN42292_c0_g1_i1.p1, RAND1.DN10238_c0_g1_i1.p1
HOG00046493_64	-	-	-	-	-	-	-	-	-	COCO1.DN84637_c0_g2_i1.p1, COCO1.DN53640_c0_g1_i6.p1, COCO1.DN27853_c0_g1_i1.p1, COCO1.DN84637_c0_g1_i1.p1	-	-	HMED1.DN74018_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00104947_73	-	CCIR1.DN4701_c1_g1_i7.p1	MVUL.evm.TU.MV010009870	-	PECH.PE_Scaf1772_1.1, PECH.PE_Scaf1772_1.3	-	-	LEYZ1.DN958_c4_g1_i2.p1	-	COCO1.DN11330_c0_g1_i2.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_137470	-	LLON.gene_ENSLLNG00015000370, LLON.gene_ENSLLNG00015010000	PMAX.gene-LOC117343424, PMAX.gene-LOC117321291, PMAX.gene-LOC117344323	SNUD1.DN39947_c1_g2_i1.p1	HCAR1.DN10389_c0_g1_i6.p1	OXIA1.DN55493_c0_g1_i1.p1	-	SYGR1.DN34415_c0_g1_i4.p1	-	-	-	PHRE1.DN418_c0_g5_i1.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5207, OFUS.gene-OFUS_LOCUS19866	-	MMIN1.DN55818_c0_g1_i3.p1, MMIN1.DN14461_c0_g2_i1.p1, MMIN1.DN3897_c0_g1_i3.p1	-
HOG00046330_64	-	-	-	-	-	-	-	-	-	COCO1.DN96474_c0_g1_i2.p1, COCO1.DN16143_c0_g1_i12.p1, COCO1.DN36754_c0_g1_i2.p1, COCO1.DN2598_c1_g1_i3.p1, COCO1.DN12644_c0_g1_i3.p1	-	-	HMED1.DN7911_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00046716_64	-	-	MVUL.evm.TU.MV013006150	-	-	-	-	-	-	COCO1.DN42163_c0_g5_i1.p1, COCO1.DN5952_c3_g3_i1.p1	-	-	-	-	-	-	NROB1.DN9869_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00077165_69	LROB1.DN5519_c0_g4_i1.p1	CCIR1.DN14469_c0_g1_i3.p1	MVUL.evm.TU.MV033000160	-	-	CMAT.FUN_036052	-	LEYZ1.DN1145_c4_g2_i3.p1	-	COCO1.DN5816_c0_g1_i25.p1	-	-	-	SBEN.Sbene_G04827, SBEN.Sbene_G04830	TMUC1.DN2958_c0_g1_i4.p1	CTEL.gene-CAPTEDRAFT_221016	NROB1.DN10198_c0_g1_i2.p1, NROB1.DN124_c0_g1_i30.p1	-	-	-	HCAR1.DN2930_c0_g1_i8.p1	OXIA1.DN1065_c0_g1_i1.p1	AVIR1.DN5490_c0_g2_i1.p1, AVIR1.DN5490_c0_g1_i1.p1	SYGR1.DN1788_c0_g2_i6.p1	HINV1.DN7458_c0_g1_i1.p1, HINV1.DN42493_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00108004_73	LROB1.DN24587_c0_g1_i3.p1	-	-	-	PECH.PE_Scaf954_6.8	-	-	LEYZ1.DN4537_c0_g1_i3.p1	LIOC1.DN8286_c0_g4_i1.p1	COCO1.DN17302_c0_g1_i2.p1, COCO1.DN92222_c0_g1_i6.p1	-	-	-	-	TMUC1.DN43147_c0_g1_i5.p1	CTEL.gene-CAPTEDRAFT_224383	NROB1.DN5297_c0_g1_i1.p1	LLON.gene_ENSLLNG00015003496	PMAX.gene-LOC117324129	SNUD1.DN11839_c1_g1_i1.p1	-	OXIA1.DN7219_c0_g1_i3.p1	-	-	HINV1.DN17577_c0_g1_i1.p1, HINV1.DN36636_c0_g1_i1.p1	-	-	-	PVOL1.DN2231_c0_g1_i9.p1	-	-	-	-	OFUS.gene-OFUS_LOCUS4349	-	-	-
HOG00044646_64	-	-	-	-	-	-	-	-	-	COCO1.DN18353_c0_g1_i8.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN12952_c0_g1_i2.p1, HINV1.DN121_c0_g1_i18.p1	PMEY1.DN4598_c0_g1_i8.p1, PMEY1.DN8816_c0_g1_i6.p1	-	-	-	-	-	-	-	-	-	-	RAND1.DN709_c0_g1_i1.p1
HOG00061995_68	LROB1.DN16969_c0_g6_i1.p1	CCIR1.DN676_c0_g1_i90.p1, CCIR1.DN3157_c0_g1_i5.p1	-	EAND.evm.TU.Chr01.881	-	-	-	-	-	COCO1.DN52046_c0_g1_i2.p1, COCO1.DN52046_c0_g2_i1.p1, COCO1.DN53719_c0_g1_i24.p1, COCO1.DN23738_c0_g1_i2.p1	-	-	-	SBEN.Sbene_G25331, SBEN.Sbene_G22956	-	-	-	-	-	-	-	OXIA1.DN29751_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00074160_69	-	-	-	-	-	-	NNAJ.FUN_009486	-	-	-	-	-	-	-	-	-	NROB1.DN57464_c0_g1_i1.p1, NROB1.DN71932_c0_g1_i1.p1	-	-	SNUD1.DN16973_c2_g1_i1.p1, SNUD1.DN125622_c0_g1_i1.p1, SNUD1.DN113973_c0_g1_i1.p1	-	-	-	SYGR1.DN73811_c0_g2_i1.p1, SYGR1.DN27181_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00052923_66	-	-	-	-	-	-	-	-	-	-	-	-	-	SBEN.Sbene_G04280, SBEN.Sbene_G05621	TMUC1.DN17207_c0_g1_i1.p1	-	NROB1.DN22277_c0_g1_i1.p1	-	-	-	-	-	-	-	-	PMEY1.DN4507_c0_g3_i2.p1	-	-	-	-	-	-	-	-	-	-	-
HOG00077528_69	-	-	-	-	-	-	-	LEYZ1.DN60179_c0_g1_i1.p1	-	COCO1.DN100_c2_g1_i2.p1, COCO1.DN17049_c0_g1_i2.p1	-	-	-	-	TMUC1.DN13009_c0_g4_i1.p1	-	-	-	-	-	HCAR1.DN6414_c0_g1_i1.p1	-	AVIR1.DN91935_c0_g1_i1.p1, AVIR1.DN75508_c0_g1_i1.p1, AVIR1.DN38697_c0_g1_i1.p1	SYGR1.DN46523_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN44123_c0_g1_i2.p1
HOG00065800_68	-	-	MVUL.evm.TU.MV006010840, MVUL.evm.TU.MV024009950, MVUL.evm.TU.MV025003260	-	-	-	-	-	-	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_192286	-	-	-	-	-	-	AVIR1.DN19825_c0_g1_i1.p1	-	HINV1.DN8266_c0_g1_i3.p1, HINV1.DN7376_c0_g1_i5.p1	-	-	-	-	-	-	TSTR1.DN24053_c0_g1_i4.p1	-	-	-	-	-
HOG00046747_64	-	-	MVUL.evm.TU.MV038002110, MVUL.evm.TU.MV040006340	EAND.evm.TU.Chr01.1917	-	-	-	-	-	COCO1.DN7746_c0_g1_i4.p1	-	-	-	-	-	-	NROB1.DN23065_c0_g1_i10.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00045105_64	-	-	-	-	-	-	-	-	-	COCO1.DN54022_c1_g1_i1.p1	-	-	HMED1.DN122188_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN20583_c0_g1_i1.p1	-	-	-	PVOL1.DN19196_c0_g1_i2.p1	-	-	-	-	-	-	-	-
HOG00085813_71	-	-	-	-	-	-	-	LEYZ1.DN129_c2_g1_i2.p1	-	COCO1.DN5973_c0_g1_i5.p1	-	-	-	-	TMUC1.DN946_c0_g1_i1.p1	-	-	-	-	-	HCAR1.DN4655_c0_g1_i4.p1	-	AVIR1.DN1703_c0_g1_i2.p1, AVIR1.DN95654_c0_g1_i1.p1	-	-	-	-	PHRE1.DN4070_c0_g1_i4.p1	-	-	-	-	-	-	MPIT1.DN6339_c0_g1_i12.p1	MMIN1.DN925_c0_g1_i15.p1	-
HOG00045260_64	-	-	MVUL.evm.TU.MV002007910	-	-	-	-	-	-	COCO1.DN48561_c1_g2_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN31022_c0_g1_i1.p1	-	-	-	-	ECRY.ECRY_013019, ECRY.ECRY_002694	-	-	-	-	-	-	-
HOG00100337_73	LROB1.DN8308_c0_g6_i1.p1	CCIR1.DN16808_c0_g1_i23.p1	-	-	-	-	-	LEYZ1.DN7279_c0_g1_i3.p1	LIOC1.DN8530_c1_g1_i2.p2	COCO1.DN2618_c7_g1_i4.p1, COCO1.DN1944_c0_g2_i4.p1	-	-	-	-	TMUC1.DN27562_c0_g1_i3.p1	-	NROB1.DN403_c0_g1_i20.p1	LLON.gene_ENSLLNG00015002101	PMAX.gene-LOC117332700	SNUD1.DN2294_c1_g1_i1.p1	-	-	AVIR1.DN1074_c0_g1_i3.p1, AVIR1.DN3603_c0_g1_i2.p1	SYGR1.DN5210_c0_g1_i12.p1	HINV1.DN11809_c0_g1_i2.p1	PMEY1.DN9962_c0_g1_i9.p1	-	-	-	-	-	-	-	-	-	MMIN1.DN5195_c0_g1_i11.p1	RAND1.DN24564_c0_g1_i1.p1, RAND1.DN24036_c0_g3_i1.p1
HOG00059101_67	-	CCIR1.DN4577_c0_g1_i11.p1	-	-	-	CMAT.FUN_015794	-	-	-	COCO1.DN233_c0_g3_i2.p1	-	-	-	-	-	-	NROB1.DN13867_c0_g2_i1.p1	-	-	-	-	-	-	-	HINV1.DN7973_c1_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN1354_c0_g1_i2.p1
HOG00077822_69	-	CCIR1.DN47627_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	HMED1.DN35139_c0_g1_i2.p1	SBEN.Sbene_G24676, SBEN.Sbene_G00447, SBEN.Sbene_G00295	-	CTEL.gene-CAPTEDRAFT_135020, CTEL.gene-CAPTEDRAFT_66605	NROB1.DN12670_c0_g1_i1.p1, NROB1.DN18372_c0_g1_i1.p1, NROB1.DN20331_c0_g1_i1.p1, NROB1.DN14424_c0_g3_i1.p1	-	-	-	HCAR1.DN55812_c0_g1_i1.p1	-	-	SYGR1.DN76127_c0_g1_i1.p1	HINV1.DN12085_c0_g1_i1.p1, HINV1.DN13982_c0_g1_i2.p1, HINV1.DN15537_c0_g1_i2.p1	-	-	-	-	-	-	TSTR1.DN46937_c0_g1_i1.p1	-	-	-	-	-
HOG00095830_72	-	CCIR1.DN22304_c0_g1_i2.p1	-	-	-	-	-	-	-	COCO1.DN122353_c0_g1_i1.p1	-	-	-	-	TMUC1.DN65009_c0_g1_i1.p1	-	NROB1.DN31407_c0_g1_i2.p1	-	PMAX.gene-LOC117341931	SNUD1.DN139676_c0_g1_i1.p1	-	-	AVIR1.DN9601_c0_g1_i5.p1	-	-	-	-	-	PVOL1.DN38017_c0_g1_i1.p1	-	-	-	-	OFUS.gene-OFUS_LOCUS3992	MPIT1.DN59427_c0_g1_i1.p1, MPIT1.DN78297_c0_g1_i1.p1	-	-
HOG00103916_73	-	-	-	-	-	-	-	-	-	COCO1.DN42623_c0_g1_i1.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_140539	-	LLON.gene_ENSLLNG00015022565	PMAX.gene-LOC117336929	SNUD1.DN16400_c0_g1_i25.p1	-	-	AVIR1.DN8019_c0_g1_i1.p1, AVIR1.DN10766_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS11641, OFUS.gene-OFUS_LOCUS12989	-	MMIN1.DN15478_c0_g1_i1.p1	RAND1.DN20791_c0_g3_i1.p1, RAND1.DN2691_c0_g2_i1.p1
HOG00053782_66	-	-	MVUL.evm.TU.MV002005730, MVUL.evm.TU.MV004016260, MVUL.evm.TU.MV003005080, MVUL.evm.TU.MV042000180, MVUL.evm.TU.MV012004180	-	-	-	-	-	-	COCO1.DN4692_c0_g2_i1.p1, COCO1.DN28998_c0_g1_i7.p1, COCO1.DN60110_c0_g1_i14.p1, COCO1.DN18012_c0_g1_i6.p1, COCO1.DN2909_c0_g1_i24.p1, COCO1.DN16064_c0_g1_i20.p1, COCO1.DN15654_c0_g2_i5.p1	-	-	-	SBEN.Sbene_G15915, SBEN.Sbene_G21370, SBEN.Sbene_G13798, SBEN.Sbene_G06368, SBEN.Sbene_G18841, SBEN.Sbene_G11543	-	-	NROB1.DN72560_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN1103_c0_g6_i2.p1, HINV1.DN1103_c0_g5_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00086357_71	LROB1.DN19422_c0_g1_i1.p1	-	-	-	-	-	-	-	-	COCO1.DN35609_c0_g1_i10.p1	-	-	-	-	TMUC1.DN11934_c0_g1_i2.p1	CTEL.gene-CAPTEDRAFT_213608	NROB1.DN6100_c0_g1_i4.p1, NROB1.DN17977_c0_g1_i1.p1	-	-	-	HCAR1.DN82294_c0_g1_i3.p1, HCAR1.DN40001_c0_g1_i3.p1	-	-	SYGR1.DN10837_c0_g1_i4.p1	HINV1.DN47322_c0_g1_i1.p1, HINV1.DN18488_c0_g1_i1.p1	PMEY1.DN10_c0_g1_i5.p1	-	-	-	-	-	-	-	-	MPIT1.DN66716_c0_g1_i5.p1	MMIN1.DN3426_c0_g1_i2.p1	-
HOG00088938_71	-	-	-	-	-	-	-	LEYZ1.DN39350_c0_g1_i1.p1	LIOC1.DN13315_c0_g1_i1.p1	-	-	-	-	-	-	-	NROB1.DN14379_c0_g1_i2.p1	-	-	-	-	-	-	-	HINV1.DN9560_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	MPIT1.DN107570_c0_g1_i4.p1, MPIT1.DN42878_c0_g1_i1.p1	-	RAND1.DN6219_c0_g2_i1.p1, RAND1.DN11111_c1_g1_i1.p1, RAND1.DN10340_c2_g1_i1.p1
HOG00100103_73	-	CCIR1.DN23853_c0_g1_i5.p1	MVUL.evm.TU.MV010009110	EAND.evm.TU.Chr07.1555, EAND.evm.TU.Chr11.1416	-	-	-	-	-	COCO1.DN12293_c0_g1_i14.p1	-	-	-	-	TMUC1.DN4221_c0_g1_i2.p1	CTEL.gene-CAPTEDRAFT_190185	NROB1.DN4096_c0_g1_i2.p1	LLON.gene_ENSLLNG00015002507	PMAX.gene-LOC117328142	SNUD1.DN3357_c0_g1_i2.p1	-	-	-	SYGR1.DN6407_c0_g2_i1.p1	HINV1.DN7610_c1_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS19803	-	MMIN1.DN24049_c0_g1_i13.p1	-
HOG00044748_64	-	-	-	-	-	-	-	-	-	COCO1.DN200857_c0_g1_i1.p1, COCO1.DN26886_c0_g1_i2.p1, COCO1.DN42141_c2_g1_i3.p1, COCO1.DN4475_c0_g1_i11.p1	-	-	-	-	-	-	NROB1.DN31941_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN31333_c0_g1_i1.p1	PMEY1.DN11811_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-
HOG00096980_72	LROB1.DN594_c0_g1_i2.p1, LROB1.DN8907_c0_g1_i8.p1	-	-	EAND.evm.TU.Chr09.1836, EAND.evm.TU.Chr02.2693	PECH.PE_Scaf11377_1.9	CMAT.FUN_001598	-	-	-	COCO1.DN3907_c0_g1_i11.p1, COCO1.DN216103_c0_g1_i1.p1	-	-	-	-	-	-	NROB1.DN17833_c0_g2_i2.p1	-	PMAX.gene-LOC117335851, PMAX.gene-LOC117335860, PMAX.gene-LOC117336863	SNUD1.DN3638_c0_g1_i4.p1	HCAR1.DN5348_c0_g2_i2.p1	OXIA1.DN23983_c1_g1_i14.p1, OXIA1.DN9039_c0_g1_i1.p1	-	-	HINV1.DN19359_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS12620	-	-	-
HOG00086836_71	LROB1.DN43592_c0_g1_i1.p1	CCIR1.DN34953_c0_g1_i2.p1, CCIR1.DN94034_c0_g1_i1.p1	-	-	PECH.PE_Scaf5651_2.13, PECH.PE_Scaf11629_0.0	-	-	-	LIOC1.DN11370_c0_g1_i2.p1	COCO1.DN24599_c0_g2_i8.p2	-	-	-	-	-	-	-	-	-	SNUD1.DN56444_c1_g1_i2.p1	-	-	AVIR1.DN14704_c0_g1_i1.p1, AVIR1.DN111850_c0_g1_i1.p1	-	-	-	-	-	PVOL1.DN33273_c0_g1_i1.p1	-	-	-	-	-	MPIT1.DN61219_c0_g1_i1.p1	-	-
HOG00073473_69	-	-	-	-	-	-	-	LEYZ1.DN2247_c1_g1_i1.p1	-	COCO1.DN37145_c0_g2_i2.p3, COCO1.DN22350_c0_g1_i1.p3	-	-	HMED1.DN49601_c0_g1_i2.p1, HMED1.DN38935_c1_g1_i2.p3	-	-	CTEL.gene-CAPTEDRAFT_206323	-	-	-	SNUD1.DN9221_c0_g1_i7.p1, SNUD1.DN14608_c0_g1_i1.p1	-	OXIA1.DN19774_c1_g1_i2.p1	AVIR1.DN18819_c0_g1_i1.p3	SYGR1.DN52071_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00052987_66	-	-	-	-	-	-	-	-	-	COCO1.DN9008_c0_g1_i9.p1	-	-	-	SBEN.Sbene_G09285	TMUC1.DN11939_c0_g1_i2.p1	CTEL.gene-CAPTEDRAFT_122475	-	-	-	-	-	-	-	-	-	-	-	PHRE1.DN3144_c0_g2_i1.p1	PVOL1.DN21169_c0_g1_i2.p1	-	-	-	-	-	-	-	-
HOG00062768_68	-	-	-	-	-	-	-	-	-	COCO1.DN1022_c0_g1_i2.p1, COCO1.DN4475_c3_g1_i3.p1	-	-	-	SBEN.Sbene_G19571, SBEN.Sbene_G00237	-	-	-	-	-	-	-	OXIA1.DN27473_c0_g1_i1.p1, OXIA1.DN24071_c1_g1_i1.p1	-	-	HINV1.DN2490_c1_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN14123_c0_g1_i9.p1
HOG00064974_68	-	CCIR1.DN23869_c1_g1_i1.p1	-	-	-	-	-	LEYZ1.DN4474_c1_g1_i10.p1	-	-	-	-	-	-	-	-	NROB1.DN25828_c2_g2_i1.p1	-	-	-	-	-	AVIR1.DN4048_c0_g1_i2.p1, AVIR1.DN21434_c0_g1_i1.p1	SYGR1.DN18533_c0_g1_i1.p1	-	-	-	PHRE1.DN13900_c0_g1_i1.p1, PHRE1.DN8245_c0_g1_i5.p1	-	-	-	-	-	-	-	-	-
HOG00046391_64	-	-	-	-	-	-	-	-	-	COCO1.DN24331_c1_g1_i1.p1, COCO1.DN10864_c0_g1_i3.p1, COCO1.DN78713_c0_g2_i1.p1, COCO1.DN14785_c0_g2_i1.p1, COCO1.DN37838_c0_g1_i1.p1	-	-	HMED1.DN41073_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00082244_70	-	-	-	-	-	-	-	-	-	COCO1.DN57280_c1_g1_i2.p1, COCO1.DN40435_c0_g1_i2.p1, COCO1.DN40435_c1_g1_i1.p1	-	-	-	-	-	-	NROB1.DN29924_c2_g1_i1.p1	-	-	-	-	OXIA1.DN1037_c3_g1_i10.p1	-	-	HINV1.DN17135_c0_g1_i2.p1	-	-	-	PVOL1.DN18599_c0_g1_i1.p1	-	-	-	-	-	-	MMIN1.DN21273_c0_g2_i1.p1	-
HOG00080864_70	-	-	-	-	-	-	-	-	-	COCO1.DN50684_c0_g1_i1.p1	-	-	HMED1.DN3329_c0_g1_i22.p1	SBEN.Sbene_G19321	-	-	-	-	-	SNUD1.DN57273_c0_g1_i1.p1	-	-	AVIR1.DN14435_c0_g1_i1.p1	-	HINV1.DN4399_c0_g1_i2.p1	-	-	-	-	-	-	TSTR1.DN6118_c0_g2_i1.p1, TSTR1.DN7393_c0_g1_i6.p1	-	-	-	MMIN1.DN21901_c0_g1_i1.p1	-
HOG00106064_73	LROB1.DN8300_c0_g1_i11.p1	CCIR1.DN6295_c0_g1_i20.p1	MVUL.evm.TU.MV002001980, MVUL.evm.TU.MV003002940	EAND.evm.TU.Chr04.2134	PECH.PE_Scaf1629_4.8	-	-	-	LIOC1.DN4780_c2_g2_i1.p1	-	-	-	-	-	-	-	-	LLON.gene_ENSLLNG00015007255	PMAX.gene-LOC117320907	SNUD1.DN9233_c0_g1_i1.p1	-	OXIA1.DN4319_c0_g1_i15.p1	-	SYGR1.DN21926_c0_g1_i3.p1	HINV1.DN12651_c0_g1_i2.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS14666	-	-	-
HOG00096993_72	-	CCIR1.DN25425_c0_g1_i1.p1	-	-	-	-	-	-	-	COCO1.DN15530_c0_g1_i6.p1, COCO1.DN1129_c1_g1_i24.p1, COCO1.DN12435_c0_g1_i12.p1	-	-	-	SBEN.Sbene_G23388	-	-	NROB1.DN13148_c0_g1_i1.p1	-	PMAX.gene-LOC117335784	SNUD1.DN106225_c0_g1_i1.p1	HCAR1.DN51181_c0_g3_i3.p1, HCAR1.DN11483_c0_g1_i3.p1, HCAR1.DN11426_c0_g1_i5.p1, HCAR1.DN7054_c0_g1_i2.p1, HCAR1.DN28686_c0_g1_i2.p1, HCAR1.DN93172_c3_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	TSTR1.DN6965_c0_g2_i2.p1, TSTR1.DN4962_c0_g3_i4.p1, TSTR1.DN447_c0_g1_i4.p1, TSTR1.DN8053_c0_g3_i1.p1, TSTR1.DN8400_c0_g1_i11.p1, TSTR1.DN26660_c0_g2_i3.p1, TSTR1.DN5909_c0_g1_i3.p1	-	OFUS.gene-OFUS_LOCUS24552, OFUS.gene-OFUS_LOCUS16526, OFUS.gene-OFUS_LOCUS5291	-	-	-
HOG00057879_67	-	CCIR1.DN772_c0_g1_i4.p1	-	-	-	-	-	-	-	COCO1.DN10270_c0_g1_i3.p1	-	-	HMED1.DN133171_c0_g1_i1.p1	SBEN.Sbene_G14794	-	CTEL.gene-CAPTEDRAFT_220817	NROB1.DN4178_c0_g1_i3.p1	-	-	-	-	-	-	-	HINV1.DN35935_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00044994_64	-	-	-	-	-	-	-	-	-	COCO1.DN94153_c1_g1_i1.p1	-	-	HMED1.DN10821_c0_g1_i1.p1	-	-	-	NROB1.DN5840_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	PHRE1.DN264_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-
HOG00044580_64	-	-	-	-	-	-	-	-	-	COCO1.DN42156_c0_g2_i8.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PMEY1.DN7975_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	RAND1.DN6373_c0_g2_i1.p1, RAND1.DN3212_c0_g1_i1.p1
HOG00071228_68	-	-	-	EAND.evm.TU.Chr06.1099	-	-	NNAJ.FUN_031229, NNAJ.FUN_031228, NNAJ.FUN_031231	LEYZ1.DN8907_c0_g3_i2.p1	LIOC1.DN3911_c0_g1_i3.p1	COCO1.DN216_c0_g1_i4.p1	-	-	-	-	-	-	NROB1.DN17529_c0_g3_i2.p1	-	-	-	-	-	-	-	HINV1.DN439_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00048888_65	-	-	-	-	-	-	NNAJ.FUN_031043	-	-	COCO1.DN207000_c0_g1_i1.p1, COCO1.DN69254_c0_g1_i4.p1	-	-	-	-	TMUC1.DN6951_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PELO1.DN40056_c0_g1_i1.p1	-	-	-	-
HOG00093784_71	LROB1.DN13700_c0_g1_i4.p1	CCIR1.DN106251_c0_g1_i3.p1	MVUL.evm.TU.MV008008730	EAND.evm.TU.Chr03.2557	PECH.PE_Scaf8614_1.11	-	-	LEYZ1.DN6175_c2_g1_i1.p1	LIOC1.DN5161_c0_g1_i1.p1	-	-	-	-	-	-	-	NROB1.DN7388_c0_g1_i8.p1	-	-	-	HCAR1.DN14870_c0_g1_i2.p1	OXIA1.DN5171_c0_g1_i1.p1	AVIR1.DN7252_c0_g1_i5.p1	SYGR1.DN11578_c0_g1_i6.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS18163	-	-	-
